sku,name,category,subcategory,has_image,description_length,issues
15-675-50,"Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,55,"generic-category"
15-675-55,"Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,55,"generic-category"
14-214-01,"Thoracic Retractor",General Surgery,Retractors,yes,46,"short-desc"
14-234-33,"Allison Lung Spatula",Cardiovascular,Thoracic Instruments,yes,46,"short-desc"
03-502-25,"Standard Tissue Forceps",General Surgery,Tissue Forceps,yes,47,"short-desc"
11-317-20,"Micro Needle Holder",General Surgery,Needle Holders,yes,34,"short-desc"
11-270-16,"Mayo-Hegar Needle Holder",General Surgery,Scissors,yes,31,"short-desc"
11-317-24,"Micro Needle Holder",General Surgery,Needle Holders,yes,36,"short-desc"
03-196-25,"Tissue Forceps",General Surgery,Tissue Forceps,yes,40,"short-desc"
11-304-17,"Mathieu Needle Holder",General Surgery,Needle Holders,yes,28,"short-desc"
13-259-12,"Chisels",Orthopedic,Osteotomes & Chisels,yes,25,"short-desc"
13-260-10,"Chisels",Orthopedic,Osteotomes & Chisels,yes,23,"short-desc"
13-259-16,"Chisels",Orthopedic,Osteotomes & Chisels,yes,25,"short-desc"
03-102-30,"Narrow (Thumb) Dissecting Forceps",ENT,Ear & Nasal Forceps,yes,40,"short-desc"
11-426-23,"Diethrich Ryder Needle Holder",General Surgery,Needle Holders,yes,42,"short-desc"
15-676-30,"Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,55,"generic-category"
15-676-35,"Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,55,"generic-category"
15-676-40,"Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,55,"generic-category"
15-676-45,"Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,55,"generic-category"
15-676-50,"Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,55,"generic-category"
15-676-55,"Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,55,"generic-category"
15-678-45,"Exchangeable Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,76,"generic-category"
15-678-50,"Exchangeable Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,76,"generic-category"
15-678-55,"Exchangeable Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,76,"generic-category"
15-678-60,"Exchangeable Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,76,"generic-category"
15-679-45,"Exchangeable Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,73,"generic-category"
15-679-50,"Exchangeable Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,73,"generic-category"
15-679-55,"Exchangeable Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,73,"generic-category"
15-679-60,"Exchangeable Blade for Cloward-Type Cervical Retractor",Surgical,Neurosurgery.Laminectomy,yes,73,"generic-category"
15-383-18,"Micro Dissector",ENT,Mouth & Throat,yes,24,"short-desc"
15-309-01,"Landolt Malleable Dissectors",General Surgery,Retractors,yes,48,"short-desc"
15-309-02,"Landolt Malleable Dissectors",General Surgery,Retractors,yes,47,"short-desc"
15-310-01,"Landolt Malleable Dissectors",General Surgery,Retractors,yes,48,"short-desc"
15-310-02,"Landolt Malleable Dissectors",General Surgery,Retractors,yes,47,"short-desc"
06-246-03,"Klapp Retractor",General Surgery,Retractors,yes,41,"short-desc"
06-272-03,"Kocher Retractor",General Surgery,Hemostatic Forceps,yes,39,"short-desc"
06-274-04,"Kocher Retractor",General Surgery,Hemostatic Forceps,yes,39,"short-desc"
06-292-03,"Langenbeck Retractor",General Surgery,Retractors,yes,39,"short-desc"
06-304-08,"Kocher Retractor",General Surgery,Hemostatic Forceps,yes,35,"short-desc"
06-310-02,"Kocher-Langenbeck Retractor",General Surgery,Hemostatic Forceps,yes,48,"short-desc"
06-310-04,"Kocher-Langenbeck Retractor",General Surgery,Hemostatic Forceps,yes,48,"short-desc"
06-338-03,"Hosel Retractor",General Surgery,Retractors,yes,35,"short-desc"
06-350-03,"Kocher Retractor",General Surgery,Hemostatic Forceps,yes,35,"short-desc"
06-412-04,"Doyen Abdominal Retractor",General Surgery,Retractors,yes,45,"short-desc"
06-382-06,"Deaver Retractor",General Surgery,Retractors,yes,32,"short-desc"
06-384-07,"Deaver Retractor",General Surgery,Retractors,yes,45,"short-desc"
06-238-16,"Cushing Saddle Hook",General Surgery,Tissue Forceps,yes,33,"short-desc"
06-266-04,"Volkmann Retractor",General Surgery,Retractors,yes,41,"short-desc"
02-354-15,"Micro Scissors",Neurosurgery,Micro Instruments,yes,47,"short-desc"
03-192-16,"Tissue Forceps",General Surgery,Tissue Forceps,yes,32,"short-desc"
13-266-10,"Alexander Chisel",Orthopedic,Osteotomes & Chisels,yes,39,"short-desc"
13-267-06,"Alexander Gouge",Orthopedic,Osteotomes & Chisels,yes,37,"short-desc"
13-297-10,"Lexer-Mini Osteotome",Orthopedic,Osteotomes & Chisels,yes,34,"short-desc"
13-315-03,"Sypert Curette",Orthopedic,Bone Curettes,yes,47,"short-desc"
13-319-04,"Lambotte-Mini Osteotome",Orthopedic,Osteotomes & Chisels,yes,46,"short-desc"
13-320-38,"Lambotte Osteotome",Orthopedic,Osteotomes & Chisels,yes,42,"short-desc"
13-323-09,"Smith-Petersen Osteotome",Orthopedic,Osteotomes & Chisels,yes,47,"short-desc"
13-327-32,"Hibbs Osteotome",Orthopedic,Osteotomes & Chisels,yes,31,"short-desc"
02-353-12,"Micro Scissors",Neurosurgery,Micro Instruments,yes,31,"short-desc"
13-498-20,"Lambotte Periosteal Elevator",Orthopedic,Osteotomes & Chisels,yes,44,"short-desc"
13-390-30,"Volkmann Bone Curette",General Surgery,Retractors,yes,43,"short-desc"
13-610-28,"Lange-Hohmann Bone Lever",Orthopedic,Orthopedic Retractors,yes,31,"short-desc"
13-908-06,"Stille Bone Rongeur",Orthopedic,Bone Cutters,yes,34,"short-desc"
04-606-18,"Kelly-Rankin Haemostatic Forceps",General Surgery,Hemostatic Forceps,yes,49,"short-desc"
04-706-03,"Overholt Dissecting / Ligature Forceps",General Surgery,Hemostatic Forceps,yes,45,"short-desc"
04-718-23,"O?Shaugnessy Dissecting / Ligature Forceps",ENT,Ear & Nasal Forceps,yes,49,"short-desc"
04-726-26,"Mixter Dissecting / Ligature Forceps",General Surgery,Hemostatic Forceps,yes,43,"short-desc"
04-816-14,"Peers Towel Clamp",General Surgery,Towel Clamps,yes,43,"short-desc"
05-154-26,"Bozemann Uterine Dressing Forceps",General Surgery,Tissue Forceps,yes,48,"short-desc"
11-304-20,"Mathieu Needle Holder",General Surgery,Needle Holders,yes,28,"short-desc"
11-426-20,"Diethrich Ryder Needle Holder",General Surgery,Needle Holders,yes,42,"short-desc"
13-424-04,"Bone Curette",Orthopedic,Bone Curettes,yes,43,"short-desc"
13-426-03,"Bushe Bone Curette",Orthopedic,Bone Curettes,yes,31,"short-desc"
02-152-20,"Metzenbaum (Baby) Dissecting Scissors",General Surgery,Scissors,yes,47,"short-desc"
03-102-18,"Narrow (Thumb) Dissecting Forceps",ENT,Ear & Nasal Forceps,yes,40,"short-desc"
03-152-30,"DeBakey Atraumatic Dressing Forceps",General Surgery,Tissue Forceps,yes,48,"short-desc"
03-194-16,"Tissue Forceps",General Surgery,Tissue Forceps,yes,32,"short-desc"
03-502-20,"Standard Tissue Forceps",General Surgery,Tissue Forceps,yes,47,"short-desc"
04-478-45,"Johns-Hopkins Bulldog Clamp",Cardiovascular,Vascular Clamps,yes,43,"short-desc"
06-236-18,"Cushing Saddle Hook",General Surgery,Tissue Forceps,yes,35,"short-desc"
06-308-03,"Kocher-Langenbeck Retractor",General Surgery,Hemostatic Forceps,yes,48,"short-desc"
06-408-02,"Rochard Abdominal Retractor",General Surgery,Retractors,yes,47,"short-desc"
13-318-10,"Lambotte-Mini Osteotome",Orthopedic,Osteotomes & Chisels,yes,49,"short-desc"
01-156-09,"Troutman-Chris Blade Holders / Blade Breaker",Surgical,Blade Holders / Blade Breakers,yes,78,"generic-category"
05-136-25,"Rampley Spong Forceps",General Surgery,Sponge Forceps,yes,38,"short-desc"
11-448-23,"Mayo-Hegar (Heaney) Needle Holder",General Surgery,Scissors,yes,46,"short-desc"
13-298-12,"Lexer-Mini Gouge",Orthopedic,Osteotomes & Chisels,yes,30,"short-desc"
13-319-15,"Lambotte-Mini Osteotome",Orthopedic,Osteotomes & Chisels,yes,47,"short-desc"
13-440-01,"Williger Bone Curette",Surgical,BoneSurgery,yes,52,"generic-category"
13-440-12,"Williger Bone Curette",Surgical,BoneSurgery,yes,50,"generic-category"
13-498-15,"Lambotte Periosteal Elevator",Orthopedic,Osteotomes & Chisels,yes,44,"short-desc"
13-500-05,"Semb Periosteal Elevator",Orthopedic,Periosteal Elevators,yes,46,"short-desc"
13-802-21,"Kern-Lane Bone Holding Forceps",Orthopedic,Bone Clamps,yes,37,"short-desc"
13-442-02,"Molt Bone Curette",Orthopedic,Bone Curettes,yes,32,"short-desc"
13-442-04,"Molt Bone Curette",Orthopedic,Bone Curettes,yes,32,"short-desc"
13-442-05,"Molt Bone Curette",Orthopedic,Bone Curettes,yes,34,"short-desc"
13-442-06,"Molt Bone Curette",Orthopedic,Bone Curettes,yes,34,"short-desc"
13-458-06,"Periosteal Elevator",Surgical,BoneSurgery,yes,57,"generic-category"
13-458-07,"Periosteal Elevator",Surgical,BoneSurgery,yes,57,"generic-category"
13-484-05,"Kahre-Williger Periosteal Elevator",Surgical,BoneSurgery,yes,56,"generic-category"
13-486-08,"Doyen Periosteal Elevator",Surgical,BoneSurgery,yes,58,"generic-category"
14-404-22,"Lambert-Kay Aorta-Anastomosis Clamp",Surgical,CardiovascularSurgery,yes,56,"generic-category"
14-412-24,"DeBakey-Bahnson Aneurysm Clamp",Surgical,CardiovascularSurgery,yes,51,"generic-category"
14-412-25,"DeBakey-Bahnson Aneurysm Clamp",Surgical,CardiovascularSurgery,yes,51,"generic-category"
22-114-06,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
22-114-07,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
22-114-08,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
22-114-09,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
22-116-02,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,41,"short-desc"
22-116-03,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
22-116-04,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
22-116-05,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
22-116-06,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
22-116-07,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
22-116-08,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
22-116-09,"Bowman Lacrimal Probe / 000",General Surgery,Probes,yes,40,"short-desc"
14-328-08,"DeBakey Bulldog Clamp",Surgical,CardiovascularSurgery,yes,51,"generic-category"
14-328-10,"DeBakey Bulldog Clamp",Surgical,CardiovascularSurgery,yes,52,"generic-category"
14-328-12,"DeBakey Bulldog Clamp",Surgical,CardiovascularSurgery,yes,50,"generic-category"
14-334-09,"Glover Bulldog Clamp",Surgical,CardiovascularSurgery,yes,50,"generic-category"
14-338-22,"Potts Coarctation Clamp",Surgical,CardiovascularSurgery,yes,54,"generic-category"
14-340-22,"Potts Coarctation Clamp",Surgical,CardiovascularSurgery,yes,50,"generic-category"
14-398-02,"Harken Auricle Clamp",General Surgery,Clamps,yes,39,"short-desc"
14-398-03,"Harken Auricle Clamp",General Surgery,Clamps,yes,39,"short-desc"
14-398-04,"Harken Auricle Clamp",General Surgery,Clamps,yes,41,"short-desc"
14-392-02,"Forceps for Kidney-Pancreas",ENT,Ear & Nasal Forceps,yes,46,"short-desc"
14-392-03,"Forceps for Kidney-Pancreas",ENT,Ear & Nasal Forceps,yes,46,"short-desc"
14-426-16,"DeBakey-Pean Haemostatic Forceps",Surgical,CardiovascularSurgery,yes,63,"generic-category"
14-426-18,"DeBakey-Pean Haemostatic Forceps",Surgical,CardiovascularSurgery,yes,63,"generic-category"
14-426-20,"DeBakey-Pean Haemostatic Forceps",Surgical,CardiovascularSurgery,yes,63,"generic-category"
14-428-16,"DeBakey-Pean Haemostatic Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-428-18,"DeBakey-Pean Haemostatic Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-428-20,"DeBakey-Pean Haemostatic Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-420-31,"DeBakey Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,57,"generic-category"
14-360-18,"Bainbridge Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,68,"generic-category"
14-414-23,"Potts Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,65,"generic-category"
14-414-27,"Potts Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,63,"generic-category"
14-416-23,"Potts Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-416-26,"Potts Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-416-31,"Potts Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-418-20,"DeBakey Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,55,"generic-category"
14-418-23,"DeBakey Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,55,"generic-category"
14-418-27,"DeBakey Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,57,"generic-category"
14-420-22,"DeBakey Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,55,"generic-category"
14-420-26,"DeBakey Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,yes,55,"generic-category"
14-315-20,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-315-24,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-316-20,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,59,"generic-category"
14-316-24,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,59,"generic-category"
14-317-16,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,57,"generic-category"
14-318-20,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-318-25,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-356-19,"Leland-Jones Peripheral vascular clamp",Surgical,CardiovascularSurgery,yes,57,"generic-category"
14-356-20,"Leland-Jones Peripheral vascular clamp",Surgical,CardiovascularSurgery,yes,57,"generic-category"
14-546-02,"Castaneda Neonatal Vascular Clamp",Cardiovascular,Vascular Clamps,yes,40,"short-desc"
14-546-03,"Castaneda Neonatal Vascular Clamp",Cardiovascular,Vascular Clamps,yes,40,"short-desc"
14-546-04,"Castaneda Neonatal Vascular Clamp",Cardiovascular,Vascular Clamps,yes,40,"short-desc"
14-319-24,"DeBakey &#8211; Diethrich Vascular Forceps",Surgical,CardiovascularSurgery,yes,73,"generic-category"
14-320-19,"DeBakey &#8211; Diethrich Vascular Forceps",Surgical,CardiovascularSurgery,yes,75,"generic-category"
14-320-24,"DeBakey &#8211; Diethrich Vascular Forceps",Surgical,CardiovascularSurgery,yes,73,"generic-category"
14-321-19,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,63,"generic-category"
14-321-24,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-321-30,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-321-38,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-322-19,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,63,"generic-category"
14-322-24,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-322-30,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-322-38,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,61,"generic-category"
14-323-19,"Cooley Vascular Forceps",Surgical,CardiovascularSurgery,yes,62,"generic-category"
14-323-24,"Cooley Vascular Forceps",Surgical,CardiovascularSurgery,yes,60,"generic-category"
14-324-19,"Chitwood-DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,83,"generic-category"
14-324-24,"Chitwood-DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,81,"generic-category"
14-325-19,"Chitwood-DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,83,"generic-category"
14-325-24,"Chitwood-DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,81,"generic-category"
14-326-19,"Chitwood-DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,83,"generic-category"
14-327-19,"Chitwood-DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,83,"generic-category"
14-327-24,"Chitwood-DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,yes,81,"generic-category"
27-104-45,"Obwegesser Mandibular Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,52,"generic-category"
27-104-60,"Obwegesser Mandibular Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,52,"generic-category"
27-126-22,"Obwegeser Freer Perio. Elevator bl 6mm",Surgical,Cranio-Maxillo-FacialSurgery,yes,50,"generic-category"
27-182-45,"Tessier Nasal Speculum",Surgical,Cranio-Maxillo-FacialSurgery,yes,66,"generic-category"
27-216-14,"Tessier Periosteal elevator",Surgical,Cranio-Maxillo-FacialSurgery,yes,51,"generic-category"
27-114-17,"Obwegesser Ramus Clamp",Surgical,Cranio-Maxillo-FacialSurgery,yes,50,"generic-category"
27-120-07,"Obwegesser periosteal elevator",Surgical,Cranio-Maxillo-FacialSurgery,yes,59,"generic-category"
27-120-09,"Obwegesser periosteal elevator",Surgical,Cranio-Maxillo-FacialSurgery,yes,59,"generic-category"
27-120-11,"Obwegesser periosteal elevator",Surgical,Cranio-Maxillo-FacialSurgery,yes,60,"generic-category"
27-122-07,"Obwegesser periosteal elevator",Surgical,Cranio-Maxillo-FacialSurgery,yes,57,"generic-category"
27-122-09,"Obwegesser periosteal elevator",Surgical,Cranio-Maxillo-FacialSurgery,yes,57,"generic-category"
27-122-11,"Obwegesser periosteal elevator",Surgical,Cranio-Maxillo-FacialSurgery,yes,58,"generic-category"
27-150-08,"Obwegesser Osteotome Elastic Blade",Orthopedic,Osteotomes & Chisels,yes,47,"short-desc"
27-152-06,"Obwegesser osteotome for alveolar process",Surgical,Cranio-Maxillo-FacialSurgery,yes,58,"generic-category"
27-192-15,"Tessier Osteotome",Surgical,Cranio-Maxillo-FacialSurgery,yes,81,"generic-category"
27-192-20,"Tessier Osteotome",Surgical,Cranio-Maxillo-FacialSurgery,yes,81,"generic-category"
27-192-30,"Tessier Osteotome",Surgical,Cranio-Maxillo-FacialSurgery,yes,81,"generic-category"
27-194-15,"Tessier Osteotome",Surgical,Cranio-Maxillo-FacialSurgery,yes,79,"generic-category"
27-196-15,"Tessier Osteotome",Surgical,Cranio-Maxillo-FacialSurgery,yes,75,"generic-category"
27-198-15,"Tessier Osteotome",Surgical,Cranio-Maxillo-FacialSurgery,yes,73,"generic-category"
27-100-25,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,64,"generic-category"
27-100-35,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,65,"generic-category"
27-100-42,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,65,"generic-category"
27-100-55,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,67,"generic-category"
27-100-67,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,67,"generic-category"
27-100-80,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,65,"generic-category"
27-102-25,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,66,"generic-category"
27-102-35,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,67,"generic-category"
27-102-42,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,67,"generic-category"
27-102-55,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,69,"generic-category"
27-102-66,"Obwegesser Soft Tissue Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,69,"generic-category"
27-138-06,"Obwegesser Septonasal Osteotome",Surgical,Cranio-Maxillo-FacialSurgery,yes,55,"generic-category"
27-138-08,"Obwegesser Septonasal Osteotome",Surgical,Cranio-Maxillo-FacialSurgery,yes,55,"generic-category"
27-236-05,"Tessier Soft tissue retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,75,"generic-category"
27-238-17,"Tessier saddle hooklet",Surgical,Cranio-Maxillo-FacialSurgery,yes,61,"generic-category"
27-238-20,"Tessier saddle hooklet",Surgical,Cranio-Maxillo-FacialSurgery,yes,61,"generic-category"
17-104-02,"Fox Lupus curette",Orthopedic,Bone Curettes,yes,32,"short-desc"
17-104-03,"Fox Lupus curette",Orthopedic,Bone Curettes,yes,32,"short-desc"
17-104-04,"Fox Lupus curette",Orthopedic,Bone Curettes,yes,32,"short-desc"
17-106-02,"Wolff Lupus Curette",Orthopedic,Bone Curettes,yes,34,"short-desc"
17-106-03,"Wolff Lupus Curette",Orthopedic,Bone Curettes,yes,34,"short-desc"
27-110-24,"Obwegesser Nasal Spin Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,53,"generic-category"
27-164-02,"Obwegesser Wire Twisting Forceps",ENT,Ear & Nasal Forceps,yes,39,"short-desc"
27-164-03,"Obwegesser Wire Twisting Forceps",ENT,Ear & Nasal Forceps,yes,39,"short-desc"
27-200-28,"Tessier Thoracic Retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,71,"generic-category"
27-224-15,"Tessier Spatula",Surgical,Cranio-Maxillo-FacialSurgery,yes,77,"generic-category"
27-224-20,"Tessier Spatula",Surgical,Cranio-Maxillo-FacialSurgery,yes,77,"generic-category"
27-226-15,"Tessier Soft tissue retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,81,"generic-category"
27-226-16,"Tessier Soft tissue retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,81,"generic-category"
27-236-06,"Tessier Soft tissue retractor",Surgical,Cranio-Maxillo-FacialSurgery,yes,76,"generic-category"
17-106-05,"Wolff Lupus Curette",Orthopedic,Bone Curettes,yes,34,"short-desc"
17-106-06,"Wolff Lupus Curette",Orthopedic,Bone Curettes,yes,34,"short-desc"
17-112-02,"Kaye face-lift hook",Cardiovascular,Vascular Clamps,yes,26,"short-desc"
20-495-02,"Bumm Uterine Curette",Orthopedic,Bone Curettes,yes,49,"short-desc"
20-495-03,"Bumm Uterine Curette",Orthopedic,Bone Curettes,yes,49,"short-desc"
20-496-29,"Rheinstadter Flushing Curette",Surgical,Gynecology,yes,64,"generic-category"
20-496-30,"Rheinstadter Flushing Curette",Surgical,Gynecology,yes,63,"generic-category"
20-406-05,"Schumacher Uterine Biopsy Forceps",Surgical,Gynecology,yes,71,"generic-category"
20-444-01,"Tip Only",Surgical,Gynecology,yes,62,"generic-category"
20-444-02,"Tip Only",Surgical,Gynecology,yes,66,"generic-category"
20-444-03,"Tip Only",Surgical,Gynecology,yes,80,"generic-category"
20-386-28,"Schubert Uterine Biopsy Forceps",Surgical,Gynecology,yes,55,"generic-category"
20-394-24,"Thomas-Gaylor Uterine Biopsy Forceps",Surgical,Gynecology,yes,60,"generic-category"
20-396-06,"Schumacher-Van Doren Uterine Biopsy Forceps",Surgical,Gynecology,yes,67,"generic-category"
20-426-90,"Townsend-Tischler Uterine Biopsy Forceps",Surgical,Gynecology,yes,66,"generic-category"
20-428-90,"Townsend-Tischler Uterine Biopsy Forceps",Surgical,Gynecology,yes,60,"generic-category"
20-430-90,"Townsend-Tischler Uterine Biopsy Forceps",Surgical,Gynecology,yes,62,"generic-category"
20-432-90,"Townsend-Mini Uterine Biopsy Forceps",Surgical,Gynecology,yes,62,"generic-category"
20-434-90,"Townsend-Mini Uterine Biopsy Forceps",Surgical,Gynecology,yes,56,"generic-category"
20-436-90,"Townsend-Mini Uterine Biopsy Forceps",Surgical,Gynecology,yes,58,"generic-category"
20-438-90,"Townsend-Burke Uterine Biopsy Forceps",Surgical,Gynecology,yes,53,"generic-category"
20-440-90,"Townsend-Kevorkian Uterine Biopsy Forceps",Surgical,Gynecology,yes,57,"generic-category"
20-442-90,"Townsend-Krause Uterine Biopsy Forceps",Surgical,Gynecology,yes,54,"generic-category"
20-446-32,"IUP Grasping Forceps",Surgical,Gynecology,yes,108,"generic-category"
20-488-06,"Uterine Curette",Surgical,Gynecology,yes,60,"generic-category"
20-488-07,"Uterine Curette",Surgical,Gynecology,yes,60,"generic-category"
20-488-08,"Uterine Curette",Surgical,Gynecology,yes,60,"generic-category"
20-488-09,"Uterine Curette",Surgical,Gynecology,yes,60,"generic-category"
20-488-12,"Uterine Curette",Surgical,Gynecology,yes,61,"generic-category"
20-488-14,"Uterine Curette",Surgical,Gynecology,yes,61,"generic-category"
20-488-15,"Uterine Curette",Surgical,Gynecology,yes,61,"generic-category"
20-488-16,"Uterine Curette",Surgical,Gynecology,yes,61,"generic-category"
20-488-19,"Uterine Curette",Surgical,Gynecology,yes,61,"generic-category"
20-488-20,"Uterine Curette",Surgical,Gynecology,yes,62,"generic-category"
20-488-21,"Uterine Curette",Surgical,Gynecology,yes,62,"generic-category"
20-488-23,"Uterine Curette",Surgical,Gynecology,yes,62,"generic-category"
20-488-25,"Uterine Curette",Surgical,Gynecology,yes,62,"generic-category"
20-488-30,"Uterine Curette",Surgical,Gynecology,yes,62,"generic-category"
20-488-35,"Uterine Curette",Surgical,Gynecology,yes,62,"generic-category"
20-488-40,"Uterine Curette",Surgical,Gynecology,yes,62,"generic-category"
20-490-07,"Uterine Curette",Surgical,Gynecology,yes,64,"generic-category"
20-490-08,"Uterine Curette",Surgical,Gynecology,yes,64,"generic-category"
20-490-09,"Uterine Curette",Surgical,Gynecology,yes,64,"generic-category"
20-490-11,"Uterine Curette",Surgical,Gynecology,yes,65,"generic-category"
20-490-12,"Uterine Curette",Surgical,Gynecology,yes,65,"generic-category"
20-490-14,"Uterine Curette",Surgical,Gynecology,yes,65,"generic-category"
20-490-15,"Uterine Curette",Surgical,Gynecology,yes,65,"generic-category"
20-490-16,"Uterine Curette",Surgical,Gynecology,yes,65,"generic-category"
20-490-19,"Uterine Curette",Surgical,Gynecology,yes,65,"generic-category"
20-490-20,"Uterine Curette",Surgical,Gynecology,yes,66,"generic-category"
20-490-21,"Uterine Curette",Surgical,Gynecology,yes,66,"generic-category"
20-490-23,"Uterine Curette",Surgical,Gynecology,yes,66,"generic-category"
20-490-30,"Uterine Curette",Surgical,Gynecology,yes,66,"generic-category"
